ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global"
726,simple,,CR-78,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
727,simple,,CSQ-100,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
728,simple,,CSQ-600,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
729,simple,,D-5,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
730,simple,,D-10,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
731,simple,,D-20,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
733,simple,,D-110,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
734,simple,,E-20,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
735,simple,,EM-101,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
736,simple,,GR-300,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Uncategorized,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
737,simple,,HS-10,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
738,simple,,"JSQ Sequencers",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
739,simple,,Juno-6,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
740,simple,,Juno-60,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
741,simple,,"Juno 106",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
742,simple,,Jupiter-4,1,0,visible,,,,,taxable,,0,,,0,0,,,,,0,,,,"Synthesizers > Roland",Roland,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
743,simple,,Jupiter-6,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
744,simple,,Jupiter-8,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
745,simple,,JX-3P,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
746,simple,,"Roland JX-8P",1,0,visible,"The Roland JX-8P is a classic analog synthesizer from the 1980s famous for its powerful sound and versatile programming capabilities. The JX-8P includes 64 user-programmable patches and a built-in arpeggiator, making it a popular choice for musicians and producers looking to create rich, sonically diverse productions.","The Roland JX-8P, an almost entirely analog synthesizer, was released in 1985 and boasted 61 keys. It featured velocity and aftertouch sensitivity and six-note polyphony. Despite the increasing popularity of digital frequency modulation synthesizers like the Yamaha DX7, the JX-8P offered an optimal mix of both types, optimizing the creation of traditional analog synth sounds, while enabling the production of some FM synthesis-related sounds due to new modulation parameters and redesigned hardware. A Yamaha DX7-style interface with membrane buttons and one ""edit"" slider replaced traditional hands-on controls. The JX-8P's predecessors were the JX-3P and the rack MKS-30. It was one of the last true analog synthesizers produced by Roland in the 1980s, joined later by Alpha Juno 1/2 synths, racks MKS-50 and MKS-70, and then finally the JX-10. The famous opening brass fanfare of Europe's 1986 hit ""The Final Countdown"" was produced through a preset patch layered on a Yamaha TX816 using JX-8P. Eric Persing and Dan DeSouza created the factory presets on the JX-8P.",,,taxable,,backorder,,,0,0,,,,,1,,,1695,"Synthesizers > Roland",,,https://luism.co/wp-content/uploads/2024/02/image_2024-02-14_144844244.png,,,,,,,,,0,Polyphony,"6 Voices",1,1,"Synthesis type","Analog subtractive",1,1,"External control",MIDI,1,1,Brand,roland,1,1,Keyboard,"61 notes",1,1,Dates,1985-1989,1,1
747,simple,,"JX-10 (Super JX)",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
748,simple,,MC-4,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
749,simple,,MC-8,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
750,simple,,"MC-202 MicroComposer",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
751,simple,,"MKS-7 Super Quartet",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
752,simple,,"MKS-10 Planet-P",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
753,simple,,"MKS-30 Planet-S",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
754,simple,,MKS-50,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
755,simple,,"MKS-70 Super JX",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
756,simple,,"MKS-80 Super Jupiter",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
757,simple,,MKS-100,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Uncategorized,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
758,simple,,"MSQ-100 Sequencer",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
759,simple,,"MSQ-700 Sequencer",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Roland",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
760,simple,,MT-32,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
761,simple,,PG-200,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
762,simple,,PG-300,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
763,simple,,PG-800,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
764,simple,,"Pro-Mars (MRS-2)",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
765,simple,,RS-09,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
766,simple,,RS-101,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
767,simple,,RS-202,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
768,simple,,"RS-505 Paraphonic",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
769,simple,,S-5,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
770,simple,,S-10,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
771,simple,,S-330,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
772,simple,,S-550,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
773,simple,,"Saturn 09 (SA-09)",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
774,simple,,SH-1,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
775,simple,,SH-2,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
776,simple,,SH-3,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
777,simple,,SH-5,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
778,simple,,SH-7,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
779,simple,,SH-09,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
780,simple,,SH-101,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
781,simple,,SH-1000,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
782,simple,,SH-2000,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Uncategorized, Synthesizers > Roland",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
783,simple,,SPV-355,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
784,simple,,"System 100",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
785,simple,,"System 100m",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
786,simple,,"System 700",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
787,simple,,TR-66,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
788,simple,,TB-303,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
789,simple,,TR-505,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Uncategorized, Synthesizers > Roland",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
790,simple,,TR-606,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
791,simple,,TR-626,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
792,simple,,TR-707,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
793,simple,,TR-727,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
794,simple,,TR-808,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"Synthesizers > Roland",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
795,simple,,TR-909,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
796,simple,,U-110,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
797,simple,,"VP-330 Vocoder Plus",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Roland, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
815,grouped,,"Final Countdown (The) by Luke Million",1,0,visible,,"Another great synth intro has to be 'The Final Countdown' by Europe. This is the take from Luke Million on things using a Roland JX8P, D-50, Jupiter 4, Oberheim OB8, Moog Multimoog &amp; Yamaha TX81Z.\n\n[embed]https://youtu.be/XHz7Iz6Vfso?si=99ao6AxVAlg7mmKA[/embed]",,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Shows","Luke Million",,https://luism.co/wp-content/uploads/2024/02/image_2024-02-14_143831285.png,,,,,"id:691, id:746",,,,0,,,,,,,,,,,,,,,,,,,,,,,,
821,simple,,Drumtraks,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
822,simple,,Fugue,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
823,simple,,Max,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
824,simple,,Multi-Trak,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
825,simple,,"Model 800(Sequencer)",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
826,simple,,Prelude,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
827,simple,,Pro-8,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
828,simple,,PRO-FX,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
829,simple,,Pro-One,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Uncategorized, Synthesizers > Sequencial Circuits",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
830,simple,,Prophet-5,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
831,simple,,Prophet-10,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
832,simple,,Prophet-600,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
833,simple,,Prophet-2000,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
834,simple,,Prophet-3000,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
835,simple,,Prophet-T8,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
836,simple,,Prophet-VS,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
837,simple,,Remote,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
838,simple,,"(remote controller keyboard for the Prophet-5)",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
839,simple,,Six-Trak,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
840,simple,,Split-8,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
841,simple,,"Studio 440",1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
842,simple,,Tom,1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,,"Synthesizers > Sequencial Circuits, Uncategorized",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
843,grouped,,"Synth Jam with 80's style explained by SynthMania",1,0,visible,,"<span class=""yt-core-attributed-string--link-inherit-color"">How to do the '80s doubled octave synth bass line</span>\n\n[embed]https://youtu.be/0-Q9HENhoS0?si=MYiPYowzC6Qh2fwO[/embed]\n\n&nbsp;\n\nThis Jam Stages:\n\n<span class=""yt-core-attributed-string--link-inherit-color"">Sequential Circuit Pro-One </span>\n\n<span class=""yt-core-attributed-string--link-inherit-color"">Linn LinnDrum  LM-</span>\n\n<span class=""yt-core-attributed-string--link-inherit-color"">Roland Jupiter-8 melody lines with BOSS DD-3 digital delay </span>",,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Shows",,,https://luism.co/wp-content/uploads/2024/02/image_2024-02-15_171827664.png,,,,,"id:744, id:829",,,,0,,,,,,,,,,,,,,,,,,,,,,,,
888,simple,,700,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
889,simple,,700CS,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
890,simple,,"700S Mini Korg",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
891,simple,,707,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Synthesizers > Korg","Digital, Korg, Synthesizer",,https://luism.co/wp-content/uploads/2024/05/image_2024-05-24_214358356.png,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
